player_name(team_name),m1(run),m1(bowl),m1(sr),m1(op),m1(vnu),m2(run),m2(bowl),m2(sr),m2(4),m2(6),m2(op),m2(vnu),m3(run),m3(bowl),m3(sr),m3(4),m3(6),m3(op),m3(vnu),m4(run),m4(bowl),m4(sr),m4(4),m4(6),m4(op),m4(vnu),m5(run),m5(bowl),m5(sr),m5(4),m5(6),m5(op),m5(vnu),m6(run),m6(bowl),m6(sr),m6(4),m6(6),m6(op),m6(vnu),m7(run),m7(bowl),m7(sr),m7(4),m7(6),m7(op),m7(vnu),m8(run),m8(bowl),m8(sr),m8(4),m8(6),m8(op),m8(vnu),m9(run),m9(bowl),m9(sr),m9(4),m9(6),m9(op),m9(vnu),m10(run),m10(bowl),m10(sr),m10(4),m10(6),m10(op),m10(vnu),t(50),t(100),t(4),t(6),truns,tbf,avg.run,avg.sr,rf(50),rf(100),drb,truns(%),tbf(%),country,player_role,match_format,venue_type,opposition,pitch_type,weather,opposition_strength,recent_form_score,consistency_score,performance_label,source_file,wickets,m1(rab),m1(4),m1(6),m1(over),m1(wic),m1(mdn),m1(ecn),m1(w/l),m2(rab),m2(over),m2(wic),m2(mdn),m2(ecn),m2(w/l),m3(rab),m3(over),m3(wic),m3(mdn),m3(ecn),m3(w/l),m4(rab),m4(over),m4(wic),m4(mdn),m4(ecn),m4(w/l),m5(rab),m5(over),m5(wic),m5(mdn),m5(ecn),m5(w/l),m6(rab),m6(over),m6(wic),m6(mdn),m6(ecn),m6(w/l),m7(rab),m7(over),m7(wic),m7(mdn),m7(ecn),m7(w/l),m8(rab),m8(over),m8(wic),m8(mdn),m8(ecn),m8(w/l),m9(rab),m9(over),m9(wic),m9(mdn),m9(ecn),m9(w/l),m10(rab),m10(over),m10(wic),m10(mdn),m10(ecn),m10(w/l),t.wic,t.mdn,avg.rab,avg.bf,batting.sr,avg.over,avg.run.given,ecn,trab,t.over,ballsbowled,trungiven,bsr,unnamed:_0
Shan Masood,101.85,133.29,71.33,England,Dubai,98.69,138.32,71.72,8.33,1.91,England,Dubai,130.36,129.88,106.27,12.42,2.91,England,Dubai,15.36,43.83,34.8,1.02,0.0,England,Dubai,64.75,69.79,94.14,7.07,0.0,England,Dubai,0.0,6.75,66.7,0.0,0.0,England,Dubai,97.28,137.89,112.11,10.35,0.0,England,Dubai,0.0,2.02,0.0,0.0,0.0,England,Dubai,0.0,10.19,58.76,0.0,0.0,England,Dubai,7.8,13.82,43.37,1.02,0.0,England,Dubai,1.05,3.85,49.02,5.2,519.55,645.25,52.26,79.63,0.1,0.39,-150.13,5.14,6.7,England,Batsman,ODI,Away,West Indies,Batting,Humid,67.58,30.68,60.58,32.36,test__static__version__Batsman Dataset (England).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zulfiqar Babar,33.8,40.75,81.28,England,Dubai,11.85,33.16,0.0,0.0,0.0,England,Dubai,10.47,10.47,104.09,2.03,0.0,England,Dubai,2.87,5.85,47.63,0.0,0.0,England,Dubai,33.11,34.26,22.8,2.01,0.0,England,Dubai,2.07,1.04,0.0,0.0,0.0,England,Dubai,32.44,57.77,80.12,2.95,0.0,England,Dubai,3.83,5.03,0.0,0.0,0.0,England,Dubai,0.99,9.1,0.0,0.0,0.0,England,Dubai,8.37,22.8,79.14,1.95,0.0,England,Dubai,0.0,0.0,11.59,1.02,137.77,222.28,14.62,66.56,0.0,0.0,-76.99,1.44,2.11,England,Batsman,ODI,Away,Pakistan,Balanced,Overcast,84.44,15.38,69.27,19.94,test__static__version__Batsman Dataset (England).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khuram Manzoor,27.77,22.47,127.26,England,Dubai,2.05,2.95,0.0,0.0,0.0,England,Dubai,7.02,6.2,115.97,1.0,0.0,England,Dubai,1.01,1.93,49.54,0.0,0.0,England,Dubai,30.32,18.84,152.31,2.86,0.95,England,Dubai,9.45,1.91,47.65,0.0,0.96,England,Dubai,0.97,2.05,0.0,0.0,0.0,England,Dubai,2.02,3.1,0.0,0.0,0.0,England,Dubai,12.32,12.39,45.25,0.0,0.0,England,Dubai,1.05,2.05,0.0,0.0,0.0,England,Dubai,0.0,0.0,8.09,2.05,92.57,76.6,9.04,132.22,0.0,0.0,19.88,0.88,0.74,England,Batsman,ODI,Home,Sri Lanka,Bowling,Clear,69.76,19.79,73.74,21.43,test__static__version__Batsman Dataset (England).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Muhammad Nawaz,22.86,29.65,124.46,England,Dubai,111.6,147.81,156.28,12.87,1.95,England,Dubai,77.98,107.76,114.25,9.83,0.0,England,Dubai,3.82,5.79,63.98,0.97,0.0,England,Dubai,0.0,0.97,65.41,0.0,0.0,England,Dubai,115.69,115.97,98.89,13.04,3.04,England,Dubai,94.39,122.72,78.01,14.45,0.97,England,Dubai,0.0,0.98,65.38,0.0,0.0,England,Dubai,30.1,41.06,67.27,3.15,0.96,England,Dubai,22.59,35.42,59.63,3.82,0.0,England,Dubai,2.07,2.02,63.84,7.3,498.14,604.29,46.56,77.65,0.21,0.19,-118.64,4.88,6.18,England,Batsman,ODI,Neutral,Australia,Bowling,Overcast,89.72,38.64,50.79,32.49,test__static__version__Batsman Dataset (England).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
saad Nasim,148.19,125.02,228.69,England,Dubai,23.35,18.55,53.32,2.08,2.04,England,Dubai,25.15,69.15,47.77,0.0,0.0,England,Dubai,0.98,3.02,56.95,0.0,0.0,England,Dubai,12.24,32.44,70.27,1.02,0.0,England,Dubai,1.0,3.11,12.4,0.0,0.0,England,Dubai,22.5,22.02,58.1,0.0,0.0,England,Dubai,6.19,14.64,57.31,0.99,0.0,England,Dubai,24.61,27.61,85.83,2.9,1.02,England,Dubai,0.0,1.97,0.0,0.0,0.0,England,Dubai,0.0,1.02,15.32,14.3,261.91,323.32,26.14,84.51,0.0,0.1,-49.75,2.82,3.2,England,Batsman,ODI,Home,Australia,Batting,Humid,89.66,30.69,47.17,26.36,test__static__version__Batsman Dataset (England).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khalid Latif,22.08,20.02,157.36,England,Dubai,83.1,93.1,81.09,10.73,0.0,England,Dubai,2.03,16.25,33.45,0.0,0.0,England,Dubai,9.56,21.32,44.48,0.99,0.0,England,Dubai,61.92,86.26,71.13,7.09,0.0,England,Dubai,0.0,1.94,43.34,0.0,0.0,England,Dubai,7.31,9.77,71.88,0.0,0.0,England,Dubai,4.95,9.42,34.35,0.0,0.0,England,Dubai,23.05,25.03,88.79,2.07,0.0,England,Dubai,17.79,35.54,50.07,1.01,0.0,England,Dubai,1.96,0.0,26.17,0.0,234.55,311.45,24.19,68.73,0.2,0.0,-92.48,2.41,3.35,England,Batsman,ODI,Away,Sri Lanka,Bowling,Clear,69.44,20.84,53.32,20.3,test__static__version__Batsman Dataset (England).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Azhar Ali,25.22,39.53,23.08,England,Dubai,6.05,5.09,12.0,0.99,0.0,England,Dubai,46.58,33.26,57.47,5.01,1.91,England,Dubai,3.01,11.04,0.0,0.0,0.0,England,Dubai,22.92,28.14,76.81,2.86,0.0,England,Dubai,47.29,27.33,44.6,2.06,1.99,England,Dubai,2.1,6.23,32.79,0.0,0.0,England,Dubai,73.61,74.54,118.82,4.03,3.15,England,Dubai,4.99,8.61,54.51,1.05,0.0,England,Dubai,39.09,33.33,116.88,5.17,1.05,England,Dubai,1.93,0.0,24.45,7.81,282.09,269.74,27.48,101.24,0.21,0.0,0.0,2.78,2.73,England,Batsman,ODI,Neutral,Sri Lanka,Balanced,Overcast,67.76,37.6,68.38,25.23,test__static__version__Batsman Dataset (England).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abid Ali,43.33,32.88,101.2,England,Dubai,25.28,24.05,130.6,1.0,3.06,England,Dubai,62.17,88.59,160.0,2.09,1.93,England,Dubai,3.91,4.78,0.0,0.0,0.0,England,Dubai,28.66,63.67,48.41,2.01,0.0,England,Dubai,89.44,115.82,86.49,7.25,3.92,England,Dubai,0.99,5.73,15.9,0.0,0.0,England,Dubai,5.81,13.95,42.78,1.05,0.0,England,Dubai,23.9,38.29,60.02,2.05,0.98,England,Dubai,71.64,125.51,62.62,4.77,0.99,England,Dubai,2.91,0.0,21.17,14.18,365.19,521.4,36.81,71.17,0.29,0.0,-146.75,3.54,5.23,England,Batsman,ODI,Away,Pakistan,Balanced,Overcast,83.36,37.84,62.59,27.01,test__static__version__Batsman Dataset (England).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shoaib Malik,55.3,52.54,112.58,England,Dubai,25.78,26.78,101.49,2.96,1.04,England,Dubai,126.97,126.08,106.59,7.02,5.83,England,Dubai,33.48,31.23,106.87,4.79,1.03,England,Dubai,7.86,13.55,59.76,0.0,0.98,England,Dubai,18.31,30.25,57.81,1.94,0.98,England,Dubai,9.52,9.62,98.13,1.91,0.0,England,Dubai,34.19,56.57,58.85,0.95,1.0,England,Dubai,23.41,31.59,68.41,4.19,0.0,England,Dubai,4.84,9.12,56.99,0.0,0.0,England,Dubai,1.02,0.98,31.81,11.95,342.55,379.36,35.42,90.57,0.1,0.1,-44.23,3.39,3.9,England,Batsman,ODI,Home,Australia,Balanced,Clear,90.72,44.65,46.02,23.96,test__static__version__Batsman Dataset (England).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Misbah-ul-Haq,116.47,103.65,105.23,England,Dubai,51.32,54.9,100.52,6.08,1.05,England,Dubai,121.84,104.84,115.14,11.46,2.04,England,Dubai,0.0,3.14,0.0,0.0,0.0,England,Dubai,2.88,7.74,38.17,0.0,0.0,England,Dubai,148.86,117.57,125.86,9.09,8.8,England,Dubai,0.0,1.94,0.0,0.0,0.0,England,Dubai,2.05,7.96,25.99,0.0,0.0,England,Dubai,133.49,122.79,107.96,11.04,3.11,England,Dubai,5.08,3.88,127.77,1.0,0.0,England,Dubai,0.96,4.08,47.62,16.16,575.03,534.92,58.12,108.58,0.1,0.41,45.26,5.78,5.34,England,Batsman,ODI,Neutral,India,Batting,Overcast,88.41,24.15,48.27,34.84,test__static__version__Batsman Dataset (England).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Azhar Ali,123.45,90.64,135.35,England,Dubai,14.85,25.99,55.03,2.09,0.0,England,Dubai,6.29,7.12,99.2,0.0,0.0,England,Dubai,28.07,53.33,51.61,1.02,1.02,England,Dubai,8.55,14.62,66.68,0.98,0.0,England,Dubai,45.45,22.94,194.82,3.82,2.97,England,Dubai,0.0,2.99,0.0,0.0,0.0,England,Dubai,51.88,77.96,67.47,5.76,0.0,England,Dubai,25.65,30.66,75.16,2.01,0.0,England,Dubai,65.84,88.29,74.21,5.14,0.95,England,Dubai,2.07,0.96,37.02,8.87,365.22,431.5,38.36,91.63,0.2,0.1,-43.72,3.93,4.05,England,Batsman,ODI,Away,Bangladesh,Batting,Overcast,60.26,22.54,49.01,28.26,test__static__version__Batsman Dataset (England).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sharjeel Khan,19.71,13.81,130.25,England,Dubai,3.9,9.0,44.86,0.0,0.0,England,Dubai,6.01,1.01,602.26,0.0,1.04,England,Dubai,27.89,30.51,84.01,4.15,0.0,England,Dubai,23.24,6.14,384.57,0.99,3.07,England,Dubai,9.21,5.1,176.49,1.05,0.0,England,Dubai,0.0,2.1,0.0,0.0,0.0,England,Dubai,11.25,25.35,41.88,0.0,0.0,England,Dubai,19.52,33.03,54.56,1.03,0.0,England,Dubai,16.5,9.53,167.34,2.86,0.0,England,Dubai,0.0,0.0,12.36,3.99,137.22,135.14,13.65,97.86,0.0,0.0,-4.16,1.35,1.41,England,Batsman,ODI,Home,Sri Lanka,Bowling,Clear,69.07,43.9,60.17,13.79,test__static__version__Batsman Dataset (England).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ahmad Shahzad,0.0,1.98,0.0,England,Dubai,3.94,9.83,39.55,1.03,0.0,England,Dubai,14.42,26.83,57.63,1.91,0.0,England,Dubai,60.73,90.14,62.59,5.15,1.01,England,Dubai,14.9,26.18,62.4,2.07,0.0,England,Dubai,0.0,0.97,0.0,0.0,0.0,England,Dubai,92.41,104.8,83.57,5.05,6.83,England,Dubai,20.53,37.52,53.01,1.97,1.02,England,Dubai,41.32,65.26,64.0,7.2,0.0,England,Dubai,25.04,31.31,79.15,5.22,0.0,England,Dubai,2.08,0.0,28.93,9.04,282.35,420.61,26.88,69.94,0.19,0.0,-131.13,2.63,3.97,England,Batsman,ODI,Neutral,Afghanistan,Balanced,Clear,53.05,34.12,48.42,20.44,test__static__version__Batsman Dataset (England).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Muhammad Hafeez,70.91,52.47,134.21,England,Dubai,46.83,35.05,137.72,4.78,2.09,England,Dubai,13.36,19.09,69.39,2.01,0.0,England,Dubai,90.78,100.07,88.18,6.07,5.21,England,Dubai,43.28,55.34,82.47,2.94,2.03,England,Dubai,17.02,25.4,66.96,4.19,0.0,England,Dubai,33.33,61.58,55.04,4.01,0.0,England,Dubai,44.54,64.44,68.68,5.21,0.0,England,Dubai,84.81,96.48,82.78,6.73,1.95,England,Dubai,97.5,131.13,73.62,7.91,1.05,England,Dubai,3.97,0.0,50.74,15.61,548.16,670.29,52.08,85.7,0.41,0.0,-115.42,5.11,6.67,England,Batsman,ODI,Neutral,Bangladesh,Batting,Clear,58.05,38.13,51.95,37.57,test__static__version__Batsman Dataset (England).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Awais zia,13.61,23.37,54.38,England,Dubai,54.55,60.49,95.1,4.83,2.05,England,Dubai,3.83,12.26,34.88,0.0,0.0,England,Dubai,6.05,2.87,196.93,0.0,1.04,England,Dubai,54.7,22.46,101.37,2.86,1.94,England,Dubai,24.0,9.53,55.39,0.98,0.0,England,Dubai,0.99,0.98,0.0,0.0,0.0,England,Dubai,11.86,18.31,48.22,0.0,0.0,England,Dubai,0.0,2.1,0.0,0.0,0.0,England,Dubai,33.66,55.38,187.45,2.94,1.98,England,Dubai,1.91,0.0,13.67,6.78,214.28,216.38,21.41,101.59,0.2,0.0,-4.14,2.09,2.21,England,Batsman,ODI,Home,New Zealand,Batting,Clear,78.18,19.54,51.11,26.63,test__static__version__Batsman Dataset (England).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Babar Azam,75.15,64.62,11.74,England,Dubai,43.5,53.55,77.71,2.1,0.0,England,Dubai,30.42,36.04,80.55,3.1,0.0,England,Dubai,63.57,53.37,89.49,0.99,1.91,England,Dubai,48.95,66.11,80.91,3.84,0.0,England,Dubai,4.14,5.0,79.56,1.01,0.0,England,Dubai,35.4,39.68,95.26,1.02,2.09,England,Dubai,60.43,55.49,119.94,5.11,1.0,England,Dubai,70.88,64.37,114.19,2.99,2.07,England,Dubai,37.03,65.75,60.67,1.94,0.0,England,Dubai,5.06,0.0,26.03,8.79,454.25,507.85,45.8,96.03,0.5,0.0,-24.51,4.58,5.19,England,Batsman,ODI,Home,West Indies,Balanced,Overcast,69.87,18.95,54.53,34.74,test__static__version__Batsman Dataset (England).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zulqarnain Haider,7.23,4.83,137.09,England,Dubai,15.25,22.95,64.98,0.96,0.0,England,Dubai,61.12,66.53,91.64,3.1,2.03,England,Dubai,4.88,8.81,86.4,0.97,0.0,England,Dubai,4.79,9.15,54.34,0.0,0.0,England,Dubai,5.88,13.49,44.58,0.0,0.0,England,Dubai,23.03,45.67,168.34,0.0,0.0,England,Dubai,12.03,11.44,115.26,0.99,0.0,England,Dubai,32.61,54.82,236.22,2.07,0.0,England,Dubai,12.53,10.0,121.71,0.0,1.0,England,Dubai,0.96,0.0,9.11,3.06,184.76,251.7,17.55,70.23,0.1,0.0,-63.31,1.76,2.46,England,Batsman,ODI,Away,India,Bowling,Overcast,84.19,42.49,61.45,12.72,test__static__version__Batsman Dataset (England).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Umer Amin,0.0,4.07,0.0,England,Dubai,19.81,28.12,72.13,0.96,1.93,England,Dubai,6.77,12.53,56.29,1.0,0.0,England,Dubai,65.77,61.69,106.71,9.09,0.99,England,Dubai,60.2,76.62,82.1,6.3,1.02,England,Dubai,8.06,16.4,46.62,1.02,0.0,England,Dubai,4.94,4.79,96.96,0.98,0.0,England,Dubai,32.55,43.58,77.59,5.81,0.0,England,Dubai,118.32,133.22,83.63,12.44,0.97,England,Dubai,36.37,40.59,42.75,0.98,1.94,England,Dubai,2.09,0.97,38.65,7.3,343.29,424.81,34.94,80.15,0.2,0.1,-73.53,3.39,4.23,England,Batsman,ODI,Neutral,New Zealand,Balanced,Overcast,74.16,27.36,50.6,21.94,test__static__version__Batsman Dataset (England).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taufeeq Umer,4.78,12.15,40.69,England,Dubai,27.99,32.38,84.38,3.14,1.0,England,Dubai,75.11,110.15,70.56,5.23,1.93,England,Dubai,70.88,91.96,72.26,5.95,1.93,England,Dubai,23.14,33.96,75.05,3.1,0.0,England,Dubai,21.54,24.82,85.0,0.0,1.01,England,Dubai,25.09,45.9,53.34,1.94,0.98,England,Dubai,14.0,23.06,65.07,2.0,0.0,England,Dubai,77.16,128.31,65.89,6.05,2.07,England,Dubai,6.8,22.32,30.64,1.02,0.0,England,Dubai,2.93,0.0,28.41,8.85,352.56,533.86,33.28,66.21,0.31,0.0,-172.2,3.59,4.94,England,Batsman,ODI,Away,Sri Lanka,Bowling,Humid,70.76,31.11,62.74,20.94,test__static__version__Batsman Dataset (England).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shoaib Maqsood,13.4,27.27,50.22,England,Dubai,3.11,8.33,38.43,0.0,0.0,England,Dubai,16.84,38.74,40.82,1.98,0.0,England,Dubai,14.3,24.26,54.55,3.11,0.0,England,Dubai,51.76,63.56,80.38,4.1,2.03,England,Dubai,69.07,98.79,70.32,7.12,0.0,England,Dubai,75.14,108.59,73.99,8.33,0.0,England,Dubai,8.76,19.82,45.95,0.0,0.0,England,Dubai,15.29,10.52,141.15,1.9,0.0,England,Dubai,17.12,24.84,76.6,2.08,0.0,England,Dubai,2.87,0.0,30.14,1.94,279.29,413.5,29.33,71.02,0.3,0.0,-134.2,2.91,4.02,England,Batsman,ODI,Home,West Indies,Balanced,Overcast,67.64,39.12,58.33,21.76,test__static__version__Batsman Dataset (England).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shoaib Hassan,62.85,82.89,74.23,England,Dubai,0.0,1.02,0.0,0.0,0.0,England,Dubai,45.6,45.91,92.55,5.18,0.97,England,Dubai,7.97,11.75,67.4,0.0,0.0,England,Dubai,10.48,15.23,60.92,0.0,0.0,England,Dubai,0.0,0.98,0.0,0.0,0.0,England,Dubai,7.83,13.3,57.69,1.99,0.0,England,Dubai,60.9,67.6,83.13,7.21,0.0,England,Dubai,60.69,57.71,128.62,4.19,0.0,England,Dubai,4.82,4.09,119.1,0.97,0.0,England,Dubai,3.12,0.0,24.45,2.0,260.69,310.4,26.69,84.34,0.29,0.0,-47.13,2.68,3.09,England,Batsman,ODI,Home,West Indies,Balanced,Overcast,68.41,21.12,45.12,20.5,test__static__version__Batsman Dataset (England).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ahmed Ali,47.63,63.33,75.98,England,Dubai,49.97,83.7,157.29,3.93,0.0,England,Dubai,9.56,44.55,23.25,0.0,0.0,England,Dubai,19.65,26.17,74.31,1.92,0.0,England,Dubai,0.99,6.81,14.13,0.0,0.0,England,Dubai,38.08,50.78,80.68,5.94,0.0,England,Dubai,9.27,11.6,78.63,1.94,0.0,England,Dubai,49.38,81.4,57.54,2.85,1.02,England,Dubai,54.46,32.4,179.39,2.05,1.92,England,Dubai,63.53,86.97,138.24,2.04,1.93,England,Dubai,2.98,0.0,22.84,6.26,331.36,515.76,34.24,70.78,0.31,0.0,-145.5,3.59,4.89,England,Batsman,ODI,Neutral,Pakistan,Bowling,Overcast,84.51,21.56,69.36,26.86,test__static__version__Batsman Dataset (England).csv,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
